line_id,plant_id,work_center_id,shift_id,shift_date,shift_number,shift_duration_minutes,product_id,product_family,production_order_id,line_type,automation_level,number_of_stations,line_configuration,plant_location,industry_sector,takt_time_seconds,designed_cycle_time_seconds,actual_cycle_time_avg_seconds,actual_cycle_time_std_seconds,actual_cycle_time_min_seconds,actual_cycle_time_max_seconds,cycle_time_percentile_p50,cycle_time_percentile_p95,cycle_time_cov,bottleneck_station_id,bottleneck_cycle_time_seconds,bottleneck_utilisation_pct,secondary_bottleneck_station_id,cycle_time_loss_seconds,planned_production_quantity,actual_production_quantity,good_units_produced,defective_units_produced,scrap_units,rework_units,throughput_rate_actual_uph,throughput_rate_design_uph,throughput_rate_ratio,rolled_throughput_yield_pct,total_parts_processed,wip_queue_avg_units,wip_queue_max_units,output_variance_pct,units_per_operator_hour,planned_production_time_minutes,available_time_minutes,oee_availability,oee_performance,oee_quality,oee_overall,teep_pct,loading_pct,availability_loss_minutes,performance_loss_units,quality_loss_units,six_big_losses_breakdown,oee_benchmark_class,oee_loss_primary_driver,changeover_time_minutes,changeover_count,downtime_unplanned_minutes,downtime_planned_minutes,downtime_event_count,mtbf_minutes,mttr_minutes,largest_downtime_event_minutes,equipment_failure_flag,downtime_category_mechanical,downtime_category_electrical,downtime_category_tooling,downtime_category_material,downtime_category_operator,downtime_category_quality_hold,planned_maintenance_flag,maintenance_type_last,equipment_age_years,equipment_condition_score,operator_headcount_planned,operator_headcount_actual,operator_utilisation_pct,operator_skill_level_avg,absenteeism_rate_pct,overtime_hours,ergonomic_incident_flag,operator_variance_flag,cross_training_ratio_pct,shift_supervisor_id,defect_rate_ppm,sigma_level,cpk_primary_characteristic,cp_primary_characteristic,primary_defect_type,secondary_defect_type,inspection_method,spc_control_chart_flag,control_chart_out_of_control,quality_alert_issued,customer_complaint_flag,first_pass_yield_pct,right_first_time_pct,energy_consumption_kwh,energy_per_good_unit_kwh,peak_demand_kw,compressed_air_consumption_m3,coolant_consumption_litres,energy_efficiency_score,carbon_footprint_kg_co2,direct_labour_cost_usd,overhead_cost_usd,material_cost_per_unit_usd,scrap_cost_usd,rework_cost_usd,downtime_cost_per_minute_usd,total_downtime_cost_usd,cost_of_poor_quality_usd,value_added_ratio_pct,production_cost_per_unit_usd
MFG-LINE-PLT-007-01,PLT-007,WC-034,SHF-PLT-007-20230826-1,2023-08-26,1,447.6,PRD-2023-SKU-02693,industrial_machinery,WO-2023-42421,hybrid,lights_out,15,u_shaped,Milan_IT,industrial,177.7,170.1,221.489,6.645,188.42,412.4,225.42,232.45,0.03,WC-006,229.19,94.07,WC-014,200.33,157,99,98,1,0,1,16.17,21.16,0.7642,99.8866,99,0.2,0,-36.94,3.28,447.6,389.1,0.8693,0.7214,0.9899,0.6208,19.29,31.08,58.5,38.2,1,idling_minor_stops,average,performance_loss,21.7,2,58.5,0.0,3,149.2,19.5,35.5,yes,35.5,0.0,23.1,0.0,0.0,0.0,no,predictive,27.1,5.8,5,4,83.7,semi_skilled,3.5,1.7,no,no,23.2,SUP-015,1134.0,4.55,1.02,1.14,dimensional_out_of_spec,assembly_error,automated_vision,yes,no,no,no,99.8866,99.2414,186.3,1.901,35.9,27.3,,8.7,78.2,1760.81,2556.26,50.68,0.0,12.67,100,5850.0,1182.67,50.9,95.2489
MFG-LINE-PLT-002-04,PLT-002,WC-005,SHF-PLT-002-20210805-1,2021-08-05,1,476.3,PRD-2021-SKU-05369,electronics_pcb,WO-2021-71139,machining_cell,manual,6,serial,Chennai_IN,electronics,16.2,14.1,16.133,3.049,14.15,46.49,15.02,21.16,0.189,WC-003,17.12,96.45,WC-005,0.0,2023,1459,1456,3,0,3,223.07,255.32,0.8737,99.8554,1459,4.2,11,-27.88,12.23,476.3,427.3,0.8971,0.8024,0.9979,0.7184,23.76,33.08,49.0,359.3,3,reduced_speed,good,performance_loss,34.9,1,49.0,0.0,2,238.2,24.5,37.5,yes,37.5,0.0,0.0,11.5,0.0,0.0,no,preventive,15.6,6.2,16,15,78.3,skilled,3.0,0.0,no,no,19.7,SUP-102,1446.0,4.48,0.99,1.09,functional_failure,dimensional_out_of_spec,100pct_manual,yes,yes,yes,no,99.8554,97.3124,1610.3,1.106,382.3,123.5,,7.2,676.3,3379.74,4018.05,8.54,0.0,6.4,150,7350.0,1476.4,41.8,13.6385
MFG-LINE-PLT-010-01,PLT-010,WC-020,SHF-PLT-010-20231027-2,2023-10-27,2,473.0,PRD-2023-SKU-06558,industrial_machinery,WO-2023-19350,machining_cell,cobotic,4,flexible,Birmingham_UK,industrial,267.8,279.7,338.05,27.044,310.72,451.7,310.24,382.67,0.08,WC-003,349.94,94.11,WC-001,325.18,101,77,76,1,0,1,10.54,12.87,0.819,99.9401,77,0.7,2,-23.76,0.54,473.0,438.2,0.9264,0.8191,0.987,0.749,24.6,32.85,34.8,17.0,1,idling_minor_stops,good,performance_loss,0.0,0,34.8,0.0,2,236.5,17.4,25.1,no,25.1,0.0,0.0,9.7,0.0,0.0,no,preventive,19.7,6.2,19,18,68.6,skilled,1.2,0.0,no,no,84.8,SUP-132,599.0,4.74,1.08,1.22,dimensional_out_of_spec,assembly_error,automated_vision,no,no,no,no,99.9401,98.6088,222.5,2.927,47.4,13.6,,8.0,93.5,5625.33,8544.7,121.27,0.0,30.32,100,3480.0,726.32,74.2,309.3134
MFG-LINE-PLT-005-06,PLT-005,WC-013,SHF-PLT-005-20200913-1,2020-09-13,1,448.9,PRD-2020-SKU-05266,automotive_body,WO-2020-07048,hybrid,highly_automated,10,parallel,Shenzhen_CN,automotive,73.7,75.0,84.383,4.219,77.12,249.57,83.21,91.34,0.05,WC-008,86.0,92.65,WC-004,36.38,359,246,245,1,0,1,42.62,48.0,0.8879,99.9784,246,2.0,6,-31.48,2.73,448.9,364.9,0.8129,0.8426,0.9959,0.6822,21.27,31.18,84.0,46.0,1,equipment_failure,average,availability_loss,18.6,1,84.0,0.0,4,112.2,21.0,27.5,no,43.8,40.2,0.0,0.0,0.0,0.0,no,preventive,32.1,5.4,14,12,66.0,skilled,8.5,0.0,no,no,25.9,SUP-149,216.0,5.02,1.17,1.24,dimensional_out_of_spec,surface_finish,automated_vision,yes,no,no,no,99.9784,98.9695,742.1,3.029,150.2,40.6,14.8,7.6,311.7,5162.27,5096.62,88.19,0.0,22.05,200,16800.0,3382.05,33.4,130.423
MFG-LINE-PLT-001-01,PLT-001,WC-039,SHF-PLT-001-20200627-1,2020-06-27,1,472.4,PRD-2020-SKU-03733,pharmaceutical,WO-2020-41674,batch_process,lights_out,10,transfer_line,Chennai_IN,pharma,25.4,20.4,22.118,0.664,20.81,43.66,22.16,23.21,0.03,WC-004,22.76,93.57,WC-002,0.0,1389,955,954,1,0,1,162.65,176.47,0.9217,99.99,955,0.7,2,-31.25,9.32,428.8,352.9,0.823,0.92,0.999,0.7564,22.53,29.78,75.9,83.0,1,setup_adjustment,good,availability_loss,44.2,2,75.9,43.6,3,157.5,25.3,41.5,yes,0.0,41.5,24.3,0.0,10.1,0.0,yes,emergency,26.8,5.9,14,13,69.4,multi_skilled,0.5,0.0,no,no,81.2,SUP-022,25.0,5.56,1.35,1.44,contamination,labelling,automated_vision,no,no,no,no,99.99,99.0308,519.9,0.545,131.2,56.5,,9.3,218.4,5008.36,8423.34,34.65,0.0,8.66,300,22770.0,4562.66,59.6,48.7657
MFG-LINE-PLT-002-02,PLT-002,WC-002,SHF-PLT-002-20240526-2,2024-05-26,2,443.9,PRD-2024-SKU-09263,electronics_pcb,WO-2024-19172,hybrid,lights_out,10,flexible,Stuttgart_DE,electronics,14.0,12.8,16.832,0.505,15.44,21.58,16.91,17.67,0.03,WC-004,16.98,91.7,WC-005,0.0,2079,1553,1552,1,0,1,213.8,281.25,0.7602,99.9375,1553,1.8,7,-25.3,23.31,443.9,435.8,0.9818,0.7602,0.9994,0.7458,22.99,30.83,8.1,489.9,1,reduced_speed,good,performance_loss,0.0,0,8.1,0.0,1,443.9,8.1,8.1,no,0.0,0.0,8.1,0.0,0.0,0.0,no,corrective,2.0,8.6,10,9,79.3,semi_skilled,2.9,0.0,no,no,22.1,SUP-054,625.0,4.73,1.08,1.09,functional_failure,dimensional_out_of_spec,automated_vision,yes,no,no,no,99.9375,99.2706,1798.8,1.159,424.1,206.0,,7.1,755.5,3356.92,4281.55,13.08,0.0,3.27,150,1215.0,246.27,62.6,18.0101
MFG-LINE-PLT-004-01,PLT-004,WC-036,SHF-PLT-004-20221124-1,2022-11-24,1,473.5,PRD-2022-SKU-02888,industrial_machinery,WO-2022-65598,packaging_line,highly_automated,10,parallel,Shenzhen_CN,industrial,224.5,209.4,339.354,16.968,304.19,931.38,345.34,367.35,0.05,WC-008,352.78,94.51,WC-004,322.16,135,70,69,1,0,1,10.54,17.19,0.6131,99.8856,70,4.6,11,-48.15,1.46,473.5,424.1,0.8957,0.576,0.9857,0.5086,16.72,32.88,49.4,51.5,1,idling_minor_stops,average,performance_loss,25.6,1,49.4,0.0,2,236.8,24.7,42.7,yes,42.7,0.0,0.0,6.7,0.0,0.0,no,emergency,28.6,5.2,7,6,71.2,trainee,2.3,0.3,no,no,12.8,SUP-084,1144.0,4.55,1.02,1.09,dimensional_out_of_spec,assembly_error,automated_vision,yes,no,no,no,99.8856,97.8585,171.1,2.48,39.7,23.3,,8.3,71.9,2515.48,4281.26,42.84,0.0,10.71,100,4940.0,998.71,61.3,141.9643
MFG-LINE-PLT-001-01,PLT-001,WC-040,SHF-PLT-001-20230320-1,2023-03-20,1,472.9,PRD-2023-SKU-05107,pharmaceutical,WO-2023-65932,batch_process,lights_out,10,transfer_line,Chennai_IN,pharma,25.4,20.4,23.05,0.692,20.44,43.61,23.03,24.19,0.03,WC-002,23.73,93.58,WC-006,0.0,1390,1031,1030,1,0,1,156.13,176.47,0.8847,99.99,1031,2.0,6,-25.83,21.78,472.9,396.2,0.8378,0.8847,0.999,0.7405,24.32,32.84,76.7,134.4,1,setup_adjustment,good,availability_loss,0.0,0,76.7,0.0,3,157.6,25.6,33.0,yes,47.7,29.0,0.0,0.0,0.0,0.0,no,predictive,26.8,6.5,7,6,73.0,skilled,12.6,0.0,yes,no,80.4,SUP-080,34.0,5.48,1.33,1.47,contamination,labelling,automated_vision,yes,no,no,no,99.99,97.7423,854.9,0.83,146.2,105.1,,8.9,359.1,2386.48,3674.8,11.59,0.0,2.9,300,23010.0,4604.9,32.6,17.486
MFG-LINE-PLT-009-02,PLT-009,WC-044,SHF-PLT-009-20220717-1,2022-07-17,1,432.9,PRD-2022-SKU-07169,automotive_body,WO-2022-80609,hybrid,highly_automated,3,parallel,Stuttgart_DE,automotive,40.5,33.0,34.96,1.748,32.16,100.48,34.19,37.84,0.05,WC-001,35.43,92.12,WC-003,0.0,786,492,491,1,0,1,102.86,109.09,0.9429,99.9768,492,1.1,3,-37.4,4.25,432.9,388.1,0.8965,0.6972,0.998,0.6238,18.75,30.06,44.8,213.7,1,reduced_speed,average,performance_loss,101.1,3,44.8,0.0,4,108.2,11.2,19.0,no,0.0,0.0,26.9,0.0,4.5,13.4,no,preventive,14.2,6.0,18,16,85.1,expert,6.5,0.2,no,no,82.2,SUP-101,232.0,5.0,1.17,1.31,dimensional_out_of_spec,surface_finish,automated_vision,yes,no,no,no,99.9768,97.5535,942.7,1.92,177.6,112.8,18.9,8.5,395.9,5499.57,4695.0,25.41,0.0,6.35,200,8960.0,1798.35,43.7,46.2246
MFG-LINE-PLT-007-02,PLT-007,WC-012,SHF-PLT-007-20230906-2,2023-09-06,2,452.1,PRD-2023-SKU-05252,industrial_machinery,WO-2023-34075,hybrid,semi_automated,2,parallel,Detroit_US,industrial,238.3,231.6,383.761,46.051,345.1,1113.91,367.94,459.75,0.12,WC-001,415.41,98.41,WC-002,368.22,116,59,58,1,0,1,9.33,15.54,0.6004,99.183,59,3.1,10,-49.14,7.7,452.1,407.8,0.902,0.5584,0.9831,0.4951,15.55,31.4,44.3,46.7,1,reduced_speed,poor,performance_loss,28.3,1,44.3,0.0,2,226.1,22.1,32.8,yes,32.8,0.0,11.4,0.0,0.0,0.0,no,predictive,32.8,7.1,2,1,86.9,trainee,2.2,0.0,no,yes,61.2,SUP-103,8170.0,3.9,0.8,0.82,dimensional_out_of_spec,assembly_error,sampling_plan_ansi,no,no,no,no,99.183,97.0614,134.0,2.311,26.0,18.6,,8.5,56.3,263.07,393.22,40.73,0.0,10.18,100,4430.0,896.18,40.1,52.7476
MFG-LINE-PLT-005-01,PLT-005,WC-018,SHF-PLT-005-20240311-1,2024-03-11,1,428.9,PRD-2024-SKU-09343,automotive_body,WO-2024-09171,fabrication,semi_automated,4,transfer_line,Shenzhen_CN,automotive,33.7,34.4,38.525,4.623,35.04,113.81,39.0,46.15,0.12,WC-003,39.32,92.79,WC-002,0.0,747,463,462,1,0,1,93.35,104.65,0.892,99.9755,463,0.2,0,-38.02,10.77,413.2,314.7,0.7616,0.8436,0.9978,0.6411,18.39,28.69,98.5,85.8,1,equipment_failure,average,availability_loss,32.8,1,98.5,15.7,5,85.8,19.7,32.7,yes,65.2,14.1,7.5,11.7,0.0,0.0,yes,preventive,20.8,8.4,8,6,71.0,skilled,12.8,0.0,no,no,65.8,SUP-126,245.0,4.99,1.16,1.23,dimensional_out_of_spec,surface_finish,sampling_plan_ansi,yes,no,no,no,99.9755,98.44,1296.4,2.806,302.4,73.3,25.9,7.8,544.5,1235.68,1616.39,23.8,0.0,5.95,200,19700.0,3945.95,57.6,30.0248
MFG-LINE-PLT-002-02,PLT-002,WC-019,SHF-PLT-002-20220413-2,2022-04-13,2,478.6,PRD-2022-SKU-02665,electronics_pcb,WO-2022-17749,hybrid,lights_out,10,flexible,Stuttgart_DE,electronics,14.0,12.8,15.374,0.461,13.15,39.55,15.37,16.13,0.03,WC-006,15.58,92.12,WC-004,0.0,2242,1470,1469,1,0,1,234.07,281.25,0.8322,99.9699,1470,0.8,2,-34.43,184.14,478.6,450.4,0.9411,0.6962,0.9993,0.6547,21.76,33.24,28.2,641.5,1,reduced_speed,average,performance_loss,73.6,3,28.2,0.0,2,239.3,14.1,21.6,no,21.6,0.0,0.0,6.6,0.0,0.0,no,emergency,2.0,6.3,1,1,75.6,skilled,0.7,0.0,no,no,53.2,SUP-199,301.0,4.93,1.14,1.26,functional_failure,dimensional_out_of_spec,automated_vision,no,no,no,no,99.9699,98.2027,1627.7,1.108,320.5,168.2,,7.2,683.6,434.96,363.44,8.81,0.0,2.2,150,4230.0,848.2,31.7,9.3595
MFG-LINE-PLT-006-02,PLT-006,WC-012,SHF-PLT-006-20221124-1,2022-11-24,1,471.0,PRD-2022-SKU-03562,food_beverage,WO-2022-37645,chemical_process,semi_automated,20,job_shop,Nagoya_JP,food_bev,6.4,6.6,7.487,0.898,6.69,12.89,7.41,8.97,0.12,WC-019,7.99,97.05,WC-018,0.0,4277,2508,2505,3,1,2,480.74,545.45,0.8814,99.9074,2509,1.2,3,-41.36,15.96,471.0,392.5,0.8333,0.7029,0.9988,0.5851,19.14,32.71,78.5,1060.0,3,idling_minor_stops,average,performance_loss,79.4,2,78.5,0.0,3,157.0,26.2,38.6,yes,39.8,0.0,0.0,0.0,0.0,38.6,no,corrective,15.5,5.3,24,20,72.4,skilled,13.4,0.0,yes,no,21.4,SUP-113,926.0,4.61,1.04,1.15,contamination,labelling,sampling_plan_ansi,yes,no,no,no,99.9074,98.493,754.0,0.301,175.5,46.1,,8.5,316.7,5306.01,5218.1,8.2,8.2,4.1,80,6280.0,1268.3,48.0,12.4111
MFG-LINE-PLT-002-01,PLT-002,WC-032,SHF-PLT-002-20201221-2,2020-12-21,2,469.5,PRD-2020-SKU-06743,electronics_pcb,WO-2020-25300,batch_process,highly_automated,2,u_shaped,Detroit_US,electronics,43.4,38.1,44.097,2.205,41.48,116.95,43.7,47.74,0.05,WC-002,43.34,89.35,WC-001,0.0,738,462,461,1,0,1,81.5,94.49,0.8625,99.9535,462,3.0,11,-37.4,4.53,469.5,376.9,0.8027,0.7785,0.9978,0.6236,20.33,32.6,92.6,131.5,1,idling_minor_stops,average,performance_loss,36.7,1,92.6,0.0,7,67.1,13.2,29.4,no,29.4,11.4,8.8,32.1,10.8,0.0,no,predictive,26.7,7.0,14,13,88.4,skilled,3.9,0.0,no,no,84.8,SUP-102,465.0,4.81,1.1,1.19,functional_failure,dimensional_out_of_spec,automated_vision,no,no,no,no,99.9535,99.6252,304.3,0.66,65.6,36.5,,8.3,127.8,6484.15,15575.49,11.85,0.0,2.96,150,13890.0,2780.96,65.1,59.7274
MFG-LINE-PLT-005-03,PLT-005,WC-048,SHF-PLT-005-20220630-2,2022-06-30,2,449.4,PRD-2022-SKU-08148,automotive_body,WO-2022-18401,chemical_process,highly_automated,2,serial,Chicago_US,automotive,62.1,56.6,64.417,3.221,60.87,84.01,64.63,69.73,0.05,WC-002,65.84,92.92,WC-001,0.82,476,240,239,1,0,1,55.7,63.6,0.8758,99.987,240,2.9,6,-49.58,5.32,449.4,258.5,0.5752,0.8757,0.9958,0.5017,15.66,31.21,190.9,34.1,1,equipment_failure,average,availability_loss,0.0,0,190.9,0.0,9,49.9,21.2,49.8,yes,57.3,23.0,18.1,40.6,2.0,49.8,no,corrective,32.9,3.7,7,6,78.4,expert,0.4,0.0,no,no,49.6,SUP-165,130.0,5.15,1.22,1.26,dimensional_out_of_spec,surface_finish,automated_vision,yes,no,no,no,99.987,97.9356,741.4,3.102,161.5,73.0,14.8,7.5,311.4,1615.95,1735.58,26.71,0.0,6.68,200,38180.0,7642.68,53.0,40.8449
MFG-LINE-PLT-001-01,PLT-001,WC-005,SHF-PLT-001-20231201-3,2023-12-01,3,479.3,PRD-2023-SKU-09204,pharmaceutical,WO-2023-12835,batch_process,lights_out,10,transfer_line,Chennai_IN,pharma,25.4,20.4,25.253,0.758,22.98,72.59,25.23,26.5,0.03,WC-001,25.54,91.93,WC-010,0.0,1409,879,878,1,0,1,142.43,176.47,0.8071,99.99,879,1.2,3,-37.62,5.5,479.3,448.7,0.9362,0.666,0.9989,0.6228,20.73,33.29,30.6,440.8,1,idling_minor_stops,average,performance_loss,78.4,2,30.6,0.0,2,239.7,15.3,18.0,no,18.0,12.6,0.0,0.0,0.0,0.0,no,emergency,26.8,6.2,21,20,86.8,skilled,4.6,0.0,no,no,27.7,SUP-061,82.0,5.27,1.26,1.33,contamination,labelling,automated_vision,yes,no,no,no,99.99,98.2797,523.3,0.596,99.6,51.7,,9.2,219.8,9564.76,17415.71,55.78,0.0,13.95,300,9180.0,1849.95,58.1,86.573
MFG-LINE-PLT-002-03,PLT-002,WC-043,SHF-PLT-002-20200930-3,2020-09-30,3,460.6,PRD-2020-SKU-07849,electronics_pcb,WO-2020-19300,assembly_line,highly_automated,10,u_shaped,Chennai_IN,electronics,45.8,43.7,50.386,2.519,44.11,106.93,50.46,54.54,0.05,WC-006,52.33,94.42,WC-009,0.0,632,434,433,1,0,1,71.3,82.38,0.8655,99.9555,434,0.4,0,-31.33,9.4,460.6,401.3,0.8712,0.7878,0.9977,0.6848,21.9,31.98,59.3,116.9,1,reduced_speed,average,performance_loss,36.1,1,59.3,0.0,4,115.1,14.8,21.8,no,32.1,13.8,0.0,0.0,13.4,0.0,no,corrective,13.3,7.2,8,6,60.5,expert,22.4,0.0,no,yes,56.9,SUP-023,445.0,4.82,1.11,1.12,functional_failure,dimensional_out_of_spec,automated_vision,no,no,no,no,99.9555,99.3043,77.9,0.18,19.5,8.0,,9.6,32.7,1341.6,1710.89,10.75,0.0,2.69,150,8895.0,1781.69,49.7,17.8245
MFG-LINE-PLT-004-01,PLT-004,WC-046,SHF-PLT-004-20210910-1,2021-09-10,1,458.8,PRD-2021-SKU-07398,industrial_machinery,WO-2021-56638,packaging_line,highly_automated,10,parallel,Shenzhen_CN,industrial,224.5,209.4,230.308,11.515,205.16,628.48,232.08,249.31,0.05,WC-007,242.17,95.59,WC-009,213.12,131,86,85,1,0,1,15.48,17.19,0.9005,99.9076,86,0.1,0,-34.35,11.12,458.8,333.4,0.7267,0.9003,0.9884,0.6466,20.6,31.86,125.4,9.5,1,setup_adjustment,average,availability_loss,0.0,0,125.4,0.0,6,76.5,20.9,41.9,yes,32.8,21.9,0.0,0.0,0.0,70.7,no,predictive,28.6,5.5,1,1,64.2,multi_skilled,9.8,1.7,no,yes,13.9,SUP-039,924.0,4.61,1.04,1.15,dimensional_out_of_spec,assembly_error,automated_vision,no,no,no,no,99.9076,97.0501,282.7,3.326,69.9,40.9,,7.8,118.7,481.71,1027.14,61.3,0.0,15.32,100,12540.0,2523.32,63.8,79.7724
MFG-LINE-PLT-009-01,PLT-009,WC-006,SHF-PLT-009-20221112-2,2022-11-12,2,437.4,PRD-2022-SKU-07589,automotive_body,WO-2022-19128,batch_process,semi_automated,10,serial,São_Paulo_BR,automotive,63.4,62.8,106.449,12.774,91.05,199.26,106.29,127.53,0.12,WC-003,119.62,99.9,WC-004,49.13,415,200,198,2,0,2,33.81,57.32,0.5898,99.3255,200,9.3,24,-51.81,2.72,437.4,354.9,0.8114,0.5898,0.99,0.4737,14.39,30.38,82.5,139.1,2,idling_minor_stops,poor,performance_loss,0.0,0,82.5,0.0,6,72.9,13.7,30.5,yes,46.6,14.7,16.2,5.0,0.0,0.0,no,corrective,28.2,5.5,12,10,78.8,trainee,9.9,0.0,no,yes,46.9,SUP-102,6745.0,3.97,0.82,0.94,dimensional_out_of_spec,surface_finish,sampling_plan_ansi,no,no,no,no,99.3255,97.9851,513.4,2.593,122.3,50.4,10.3,7.9,215.6,1536.24,2913.37,18.96,0.0,9.48,200,16500.0,3309.48,55.6,41.6243
MFG-LINE-PLT-008-02,PLT-008,WC-023,SHF-PLT-008-20200429-3,2020-04-29,3,455.1,PRD-2020-SKU-06483,medical_devices,WO-2020-49375,batch_process,cobotic,6,parallel,Stuttgart_DE,medical,36.9,38.7,68.213,5.457,64.61,97.96,66.69,77.22,0.08,WC-006,71.2,94.89,WC-002,0.0,705,317,316,1,0,1,52.68,93.02,0.5663,99.9434,317,0.9,2,-55.04,2.31,455.1,414.9,0.9117,0.4928,0.9968,0.4478,14.15,31.61,40.2,326.3,1,idling_minor_stops,poor,performance_loss,53.9,2,40.2,0.0,3,151.7,13.4,19.0,no,0.0,0.0,15.5,5.7,0.0,19.0,no,corrective,8.4,6.0,20,18,83.6,trainee,6.9,0.0,no,no,86.8,SUP-045,566.0,4.76,1.09,1.12,contamination,functional_failure,automated_vision,no,no,no,no,99.9434,98.4269,526.8,1.667,109.2,56.4,,7.2,221.3,3730.92,8502.19,44.06,0.0,11.02,250,10050.0,2021.02,46.8,82.9118
MFG-LINE-PLT-010-03,PLT-010,WC-013,SHF-PLT-010-20221007-1,2022-10-07,1,444.6,PRD-2022-SKU-02953,industrial_machinery,WO-2022-90508,packaging_line,semi_automated,10,transfer_line,Munich_DE,industrial,34.2,34.8,37.129,4.455,32.68,83.82,39.22,44.48,0.12,WC-002,39.22,96.02,WC-004,0.0,765,553,552,1,0,1,96.87,103.45,0.9364,99.888,553,0.3,0,-27.71,14.9,444.6,342.5,0.7704,0.9364,0.9982,0.7201,22.23,30.88,102.1,37.6,1,equipment_failure,good,availability_loss,0.0,0,102.1,0.0,3,148.2,34.0,72.2,yes,72.2,21.9,8.1,0.0,0.0,0.0,no,emergency,29.1,5.5,6,5,67.1,expert,5.9,0.0,no,no,67.6,SUP-186,1120.0,4.56,1.02,1.08,dimensional_out_of_spec,assembly_error,sampling_plan_ansi,yes,no,no,no,99.888,99.3975,706.0,1.279,188.0,80.0,,9.1,296.5,803.61,1598.56,56.69,0.0,14.17,100,10210.0,2056.17,58.4,61.1445
MFG-LINE-PLT-007-01,PLT-007,WC-007,SHF-PLT-007-20210604-1,2021-06-04,1,452.3,PRD-2021-SKU-07511,industrial_machinery,WO-2021-47748,hybrid,lights_out,15,u_shaped,Milan_IT,industrial,177.7,170.1,194.302,5.829,165.48,392.0,194.68,203.92,0.03,WC-004,199.57,93.38,WC-002,173.14,159,133,132,1,0,1,18.46,21.16,0.8724,99.9526,133,0.5,1,-16.35,0.88,452.3,432.3,0.9558,0.8722,0.9925,0.8274,25.99,31.41,20.0,19.5,1,idling_minor_stops,good,performance_loss,0.0,0,20.0,0.0,1,452.3,20.0,20.0,no,20.0,0.0,0.0,0.0,0.0,0.0,no,predictive,27.1,5.4,21,20,85.6,skilled,2.2,0.0,no,no,69.7,SUP-178,474.0,4.81,1.1,1.25,dimensional_out_of_spec,assembly_error,automated_vision,no,no,no,no,99.9526,98.6782,484.8,3.673,96.0,29.7,,7.6,203.6,3711.21,3364.0,73.28,0.0,18.32,100,2000.0,418.32,69.8,127.4352
MFG-LINE-PLT-005-05,PLT-005,WC-041,SHF-PLT-005-20221021-2,2022-10-21,2,449.3,PRD-2022-SKU-07882,automotive_body,WO-2022-50503,continuous_process,lights_out,3,serial,Toyota_JP,automotive,59.9,61.0,82.992,2.49,77.78,227.76,82.6,87.1,0.03,WC-003,85.9,94.09,WC-001,23.97,441,262,261,1,0,1,43.31,59.02,0.7338,99.9821,262,1.2,3,-40.59,1.94,449.3,409.7,0.9119,0.6501,0.9962,0.5905,18.43,31.2,39.6,141.0,1,reduced_speed,average,performance_loss,46.8,2,39.6,0.0,4,112.3,9.9,15.9,no,15.9,0.0,9.2,7.5,7.0,0.0,no,preventive,23.7,6.2,22,18,68.4,semi_skilled,14.5,0.0,no,no,37.4,SUP-133,179.0,5.07,1.19,1.35,dimensional_out_of_spec,surface_finish,automated_vision,no,no,no,no,99.9821,98.7971,596.1,2.284,130.6,34.9,11.9,8.2,250.4,3880.41,5187.36,69.92,0.0,17.48,200,7920.0,1601.48,53.3,104.9303
MFG-LINE-PLT-003-04,PLT-003,WC-011,SHF-PLT-003-20220215-1,2022-02-15,1,453.8,PRD-2022-SKU-09060,electronics_pcb,WO-2022-83798,discrete_manufacturing,highly_automated,8,serial,Seoul_KR,electronics,30.3,27.1,34.411,1.721,32.66,73.09,35.09,37.25,0.05,WC-006,35.93,94.93,WC-007,0.0,1004,709,708,1,0,1,104.48,132.84,0.7865,99.9391,709,2.4,4,-29.38,5.85,431.8,401.2,0.9291,0.7982,0.9986,0.7406,22.21,29.99,30.6,179.2,1,idling_minor_stops,good,performance_loss,16.0,2,30.6,22.0,2,226.9,15.3,22.2,no,0.0,22.2,8.4,0.0,0.0,0.0,yes,corrective,11.0,7.0,17,16,91.4,semi_skilled,1.2,0.0,no,no,71.1,SUP-130,609.0,4.73,1.08,1.12,functional_failure,dimensional_out_of_spec,automated_vision,yes,no,no,no,99.9391,99.2757,851.0,1.202,216.2,72.7,,7.0,357.4,5453.87,12763.55,6.13,0.0,1.53,150,4590.0,919.53,68.5,31.8695
MFG-LINE-PLT-005-05,PLT-005,WC-046,SHF-PLT-005-20200603-2,2020-06-03,2,434.8,PRD-2020-SKU-03819,automotive_body,WO-2020-46500,continuous_process,lights_out,3,serial,Toyota_JP,automotive,59.9,61.0,67.325,2.02,57.79,164.62,68.17,70.66,0.03,WC-002,67.45,91.08,WC-003,8.3,427,348,347,1,0,1,53.41,59.02,0.9049,99.99,348,0.7,2,-18.5,3.68,434.8,408.4,0.9393,0.8664,0.9971,0.8115,24.5,30.19,26.4,53.7,1,idling_minor_stops,good,performance_loss,17.4,2,26.4,0.0,1,434.8,26.4,26.4,no,0.0,26.4,0.0,0.0,0.0,0.0,no,corrective,23.7,6.1,14,13,76.1,expert,5.9,0.0,no,no,20.3,SUP-168,46.0,5.41,1.3,1.47,dimensional_out_of_spec,surface_finish,automated_vision,no,no,no,no,99.99,99.9647,735.3,2.119,191.0,97.5,14.7,8.3,308.8,1729.66,2170.57,67.0,0.0,16.75,200,5280.0,1072.75,66.6,78.4329
