line_id,shift_date,shift_number,takt_time_seconds,designed_cycle_time_seconds,actual_cycle_time_avg_seconds,throughput_rate_actual_uph,throughput_rate_design_uph,output_variance_pct,takt_uph,throughput_vs_takt_gap
MFG-LINE-PLT-009-02,2021-08-28,1,40.5,33.0,41.555,86.6,109.09,-20.52,88.88888888888889,-2.2888888888888914
MFG-LINE-PLT-010-03,2022-03-06,1,34.2,34.8,40.07,89.7,103.45,-21.5,105.26315789473684,-15.563157894736833
MFG-LINE-PLT-005-06,2024-07-17,1,73.7,75.0,83.972,42.78,48.0,-32.98,48.846675712347356,-6.0666757123473545
MFG-LINE-PLT-004-01,2020-04-10,1,224.5,209.4,239.39,14.96,17.19,-38.89,16.035634743875278,-1.075634743875277
MFG-LINE-PLT-010-04,2023-09-15,3,298.9,264.3,312.14,11.42,13.62,-37.5,12.04416192706591,-0.6241619270659093
MFG-LINE-PLT-004-01,2024-11-18,1,224.5,209.4,237.373,15.1,17.19,-26.36,16.035634743875278,-0.9356347438752781
MFG-LINE-PLT-002-01,2023-02-21,2,43.4,38.1,52.822,68.13,94.49,-40.15,82.94930875576037,-14.819308755760375
MFG-LINE-PLT-009-01,2023-04-30,2,63.4,62.8,108.337,33.14,57.32,-51.08,56.782334384858046,-23.642334384858046
MFG-LINE-PLT-004-01,2020-10-16,2,224.5,209.4,246.849,14.54,17.19,-40.5,16.035634743875278,-1.4956347438752786
MFG-LINE-PLT-002-01,2023-07-26,2,43.4,38.1,43.154,83.37,94.49,-27.46,82.94930875576037,0.42069124423963444
MFG-LINE-PLT-003-05,2021-01-28,1,39.9,39.1,43.62,82.44,92.07,-19.39,90.22556390977444,-7.785563909774439
MFG-LINE-PLT-008-02,2021-02-09,2,36.9,38.7,47.084,76.38,93.02,-30.84,97.5609756097561,-21.180975609756103
MFG-LINE-PLT-010-04,2021-12-21,1,298.9,264.3,436.754,8.15,13.62,-51.04,12.04416192706591,-3.894161927065909
MFG-LINE-PLT-003-01,2022-12-20,2,21.2,20.5,22.883,157.21,175.61,-14.56,169.81132075471697,-12.601320754716966
MFG-LINE-PLT-005-05,2020-09-04,3,59.9,61.0,70.429,50.99,59.02,-28.41,60.10016694490818,-9.11016694490818
MFG-LINE-PLT-005-06,2022-07-08,3,73.7,75.0,95.634,37.43,48.0,-60.66,48.846675712347356,-11.416675712347356
MFG-LINE-PLT-010-02,2022-12-29,1,328.4,290.9,466.097,7.66,12.38,-66.67,10.962241169305726,-3.3022411693057254
MFG-LINE-PLT-003-03,2022-05-07,1,11.0,9.6,15.739,228.66,375.0,-48.34,327.27272727272725,-98.61272727272726
MFG-LINE-PLT-002-04,2021-09-07,2,16.2,14.1,16.509,217.94,255.32,-39.94,222.22222222222223,-4.282222222222231
MFG-LINE-PLT-005-03,2021-03-09,1,62.1,56.6,60.548,59.42,63.6,-44.47,57.971014492753625,1.4489855072463769
MFG-LINE-PLT-010-01,2022-04-07,1,267.8,279.7,314.482,11.37,12.87,-29.17,13.44286781179985,-2.072867811799851
MFG-LINE-PLT-003-01,2022-05-15,2,21.2,20.5,24.797,145.1,175.61,-49.32,169.81132075471697,-24.71132075471698
MFG-LINE-PLT-003-01,2023-08-07,2,21.2,20.5,27.464,130.91,175.61,-43.44,169.81132075471697,-38.90132075471698
MFG-LINE-PLT-003-01,2021-12-23,1,21.2,20.5,23.567,152.52,175.61,-61.94,169.81132075471697,-17.291320754716963
MFG-LINE-PLT-005-02,2024-01-22,2,53.5,47.5,62.719,57.24,75.79,-42.54,67.28971962616822,-10.04971962616822
MFG-LINE-PLT-002-03,2023-07-14,1,45.8,43.7,45.425,79.13,82.38,-14.38,78.60262008733625,0.5273799126637471
MFG-LINE-PLT-008-02,2024-08-14,2,36.9,38.7,50.862,70.73,93.02,-28.4,97.5609756097561,-26.830975609756095
MFG-LINE-PLT-009-01,2021-05-24,3,63.4,62.8,76.548,46.89,57.32,-48.5,56.782334384858046,-9.892334384858046
MFG-LINE-PLT-005-05,2021-03-14,3,59.9,61.0,69.083,52.11,59.02,-30.53,60.10016694490818,-7.990166944908182
MFG-LINE-PLT-001-01,2022-07-28,2,25.4,20.4,24.346,147.75,176.47,-22.8,141.73228346456693,6.017716535433067
MFG-LINE-PLT-010-03,2020-07-01,3,34.2,34.8,44.221,81.34,103.45,-36.16,105.26315789473684,-23.923157894736832
MFG-LINE-PLT-002-01,2020-03-03,3,43.4,38.1,47.254,76.13,94.49,-44.48,82.94930875576037,-6.819308755760375
MFG-LINE-PLT-007-02,2023-10-10,3,238.3,231.6,417.899,8.6,15.54,-55.56,15.107007973143096,-6.5070079731430965
MFG-LINE-PLT-003-02,2024-10-19,1,42.0,36.5,38.208,94.09,98.63,-21.63,85.71428571428571,8.375714285714295
MFG-LINE-PLT-010-03,2020-04-29,3,34.2,34.8,48.56,74.01,103.45,-34.43,105.26315789473684,-31.25315789473683
MFG-LINE-PLT-009-02,2021-10-22,3,40.5,33.0,45.547,78.95,109.09,-62.38,88.88888888888889,-9.938888888888883
MFG-LINE-PLT-007-01,2022-02-03,1,177.7,170.1,218.879,16.37,21.16,-43.98,20.258863252673045,-3.888863252673044
MFG-LINE-PLT-006-01,2022-11-28,2,25.7,24.6,33.173,108.47,146.34,-37.24,140.07782101167317,-31.607821011673167
MFG-LINE-PLT-005-02,2022-04-21,2,53.5,47.5,65.888,54.56,75.79,-38.93,67.28971962616822,-12.729719626168219
MFG-LINE-PLT-005-02,2024-08-11,1,53.5,47.5,59.148,60.82,75.79,-37.19,67.28971962616822,-6.469719626168221
MFG-LINE-PLT-006-01,2024-11-16,1,25.7,24.6,25.88,139.08,146.34,-16.56,140.07782101167317,-0.9978210116731532
MFG-LINE-PLT-003-05,2024-04-12,3,39.9,39.1,49.126,73.13,92.07,-30.56,90.22556390977444,-17.09556390977444
MFG-LINE-PLT-006-01,2023-02-13,2,25.7,24.6,29.673,121.18,146.34,-22.63,140.07782101167317,-18.89782101167316
MFG-LINE-PLT-007-02,2024-03-12,3,238.3,231.6,300.963,11.91,15.54,-33.33,15.107007973143096,-3.197007973143096
MFG-LINE-PLT-005-03,2023-11-29,2,62.1,56.6,68.991,52.12,63.6,-35.87,57.971014492753625,-5.851014492753627
MFG-LINE-PLT-008-01,2023-09-13,2,138.1,113.9,135.377,26.54,31.61,-24.69,26.06806661839247,0.47193338160752774
MFG-LINE-PLT-005-02,2020-02-25,1,53.5,47.5,53.244,67.55,75.79,-17.15,67.28971962616822,0.26028037383177605
MFG-LINE-PLT-001-02,2024-06-24,1,62.4,50.8,56.695,63.46,70.87,-32.18,57.69230769230769,5.7676923076923075
MFG-LINE-PLT-005-06,2020-12-21,1,73.7,75.0,80.276,44.75,48.0,-23.16,48.846675712347356,-4.096675712347356
MFG-LINE-PLT-010-03,2020-06-07,2,34.2,34.8,41.45,86.8,103.45,-30.22,105.26315789473684,-18.463157894736838
MFG-LINE-PLT-008-01,2022-02-23,1,138.1,113.9,137.494,25.98,31.61,-57.02,26.06806661839247,-0.08806661839247099
MFG-LINE-PLT-008-01,2023-04-07,2,138.1,113.9,200.846,17.91,31.61,-64.8,26.06806661839247,-8.158066618392471
MFG-LINE-PLT-007-02,2021-12-10,2,238.3,231.6,282.708,12.57,15.54,-46.79,15.107007973143096,-2.537007973143096
MFG-LINE-PLT-008-02,2022-11-08,1,36.9,38.7,44.026,81.74,93.02,-20.17,97.5609756097561,-15.820975609756104
MFG-LINE-PLT-005-03,2024-11-12,2,62.1,56.6,75.875,47.39,63.6,-46.43,57.971014492753625,-10.581014492753624
MFG-LINE-PLT-005-01,2023-04-08,2,33.7,34.4,37.343,96.26,104.65,-29.37,106.82492581602374,-10.564925816023731
MFG-LINE-PLT-006-02,2022-03-28,3,6.4,6.6,8.282,434.57,545.45,-37.73,562.5,-127.93
MFG-LINE-PLT-005-06,2021-11-20,3,73.7,75.0,95.089,37.76,48.0,-34.3,48.846675712347356,-11.086675712347358
MFG-LINE-PLT-004-05,2021-04-17,1,156.1,151.3,194.248,18.37,23.79,-41.67,23.062139654067906,-4.692139654067905
MFG-LINE-PLT-003-01,2023-10-22,3,21.2,20.5,25.568,140.79,175.61,-22.59,169.81132075471697,-29.02132075471698
MFG-LINE-PLT-010-03,2020-05-01,2,34.2,34.8,47.696,75.35,103.45,-36.5,105.26315789473684,-29.91315789473684
MFG-LINE-PLT-004-04,2023-09-12,1,354.2,289.7,299.454,11.78,12.43,-56.04,10.163749294184077,1.6162507058159221
MFG-LINE-PLT-003-01,2024-08-24,1,21.2,20.5,21.605,166.58,175.61,-14.23,169.81132075471697,-3.231320754716961
MFG-LINE-PLT-003-04,2022-06-11,3,30.3,27.1,32.865,109.47,132.84,-49.31,118.8118811881188,-9.341881188118805
MFG-LINE-PLT-005-04,2022-03-04,2,51.5,46.6,56.202,64.01,77.25,-19.51,69.90291262135922,-5.892912621359216
MFG-LINE-PLT-010-04,2021-12-13,2,298.9,264.3,317.437,11.33,13.62,-29.25,12.04416192706591,-0.7141619270659092
MFG-LINE-PLT-006-01,2020-09-21,1,25.7,24.6,27.993,128.54,146.34,-25.76,140.07782101167317,-11.537821011673174
MFG-LINE-PLT-004-06,2020-09-10,1,126.5,112.6,131.601,27.32,31.97,-50.65,28.458498023715414,-1.1384980237154139
MFG-LINE-PLT-003-01,2024-03-07,2,21.2,20.5,22.862,157.29,175.61,-37.97,169.81132075471697,-12.521320754716982
MFG-LINE-PLT-005-05,2020-05-22,2,59.9,61.0,106.796,33.59,59.02,-58.76,60.10016694490818,-26.51016694490818
MFG-LINE-PLT-005-04,2023-02-19,2,51.5,46.6,63.633,56.48,77.25,-29.55,69.90291262135922,-13.422912621359224
MFG-LINE-PLT-009-02,2021-12-13,1,40.5,33.0,35.943,100.11,109.09,-39.27,88.88888888888889,11.221111111111114
MFG-LINE-PLT-003-03,2024-04-25,2,11.0,9.6,16.036,224.46,375.0,-65.37,327.27272727272725,-102.81272727272724
MFG-LINE-PLT-006-02,2022-11-19,3,6.4,6.6,8.108,443.92,545.45,-42.84,562.5,-118.57999999999998
MFG-LINE-PLT-008-01,2022-07-12,2,138.1,113.9,135.387,26.51,31.61,-46.64,26.06806661839247,0.44193338160753015
MFG-LINE-PLT-006-02,2023-09-25,2,6.4,6.6,7.852,458.44,545.45,-21.7,562.5,-104.06
MFG-LINE-PLT-001-01,2024-02-10,2,25.4,20.4,22.902,157.11,176.47,-10.96,141.73228346456693,15.37771653543308
MFG-LINE-PLT-010-04,2024-03-02,1,298.9,264.3,345.459,10.42,13.62,-26.17,12.04416192706591,-1.6241619270659093
MFG-LINE-PLT-007-01,2022-11-16,1,177.7,170.1,175.852,20.37,21.16,-20.26,20.258863252673045,0.111136747326956
MFG-LINE-PLT-003-03,2023-06-20,2,11.0,9.6,10.55,341.1,375.0,-37.84,327.27272727272725,13.82727272727277
MFG-LINE-PLT-010-04,2023-06-12,2,298.9,264.3,297.503,12.07,13.62,-29.47,12.04416192706591,0.025838072934091016
MFG-LINE-PLT-003-03,2023-02-06,1,11.0,9.6,12.25,293.69,375.0,-43.69,327.27272727272725,-33.582727272727254
MFG-LINE-PLT-002-04,2023-03-24,2,16.2,14.1,19.133,188.0,255.32,-45.4,222.22222222222223,-34.22222222222223
MFG-LINE-PLT-007-02,2021-03-24,1,238.3,231.6,241.199,14.84,15.54,-20.18,15.107007973143096,-0.2670079731430963
MFG-LINE-PLT-002-02,2020-07-14,2,14.0,12.8,21.445,167.79,281.25,-40.3,257.14285714285717,-89.35285714285718
MFG-LINE-PLT-005-04,2021-09-20,1,51.5,46.6,47.717,75.42,77.25,-29.76,69.90291262135922,5.517087378640781
MFG-LINE-PLT-002-02,2021-03-14,2,14.0,12.8,13.864,259.55,281.25,-15.48,257.14285714285717,2.407142857142844
MFG-LINE-PLT-005-03,2020-05-13,3,62.1,56.6,71.89,50.0,63.6,-43.34,57.971014492753625,-7.971014492753625
MFG-LINE-PLT-004-06,2023-04-09,1,126.5,112.6,178.544,20.1,31.97,-52.03,28.458498023715414,-8.358498023715413
MFG-LINE-PLT-004-07,2022-02-07,1,224.4,199.4,209.735,17.09,18.05,-15.28,16.0427807486631,1.047219251336898
MFG-LINE-PLT-002-04,2022-10-31,1,16.2,14.1,14.875,241.95,255.32,-28.01,222.22222222222223,19.72777777777776
MFG-LINE-PLT-009-01,2021-03-16,3,63.4,62.8,73.27,49.07,57.32,-19.9,56.782334384858046,-7.712334384858046
MFG-LINE-PLT-003-04,2024-02-06,3,30.3,27.1,31.425,114.51,132.84,-21.9,118.8118811881188,-4.301881188118799
MFG-LINE-PLT-002-02,2024-04-06,2,14.0,12.8,14.978,240.32,281.25,-14.53,257.14285714285717,-16.822857142857174
MFG-LINE-PLT-004-06,2020-03-24,3,126.5,112.6,160.851,22.29,31.97,-37.34,28.458498023715414,-6.168498023715415
MFG-LINE-PLT-002-02,2021-03-04,1,14.0,12.8,16.27,221.23,281.25,-24.02,257.14285714285717,-35.91285714285718
MFG-LINE-PLT-004-02,2022-10-28,1,244.9,225.0,259.405,13.72,16.0,-32.74,14.699877501020824,-0.9798775010208232
MFG-LINE-PLT-006-01,2022-09-01,1,25.7,24.6,26.671,134.7,146.34,-67.42,140.07782101167317,-5.377821011673177
MFG-LINE-PLT-004-07,2023-08-20,3,224.4,199.4,226.345,15.87,18.05,-19.26,16.0427807486631,-0.17278074866310256
MFG-LINE-PLT-007-01,2022-07-28,2,177.7,170.1,206.352,17.41,21.16,-25.48,20.258863252673045,-2.848863252673045
MFG-LINE-PLT-003-01,2024-10-08,3,21.2,20.5,24.601,146.19,175.61,-47.96,169.81132075471697,-23.621320754716976
MFG-LINE-PLT-004-05,2024-08-18,3,156.1,151.3,176.757,20.32,23.79,-28.33,23.062139654067906,-2.7421396540679055
MFG-LINE-PLT-004-07,2023-01-13,2,224.4,199.4,277.898,12.85,18.05,-35.25,16.0427807486631,-3.192780748663102
MFG-LINE-PLT-002-03,2020-11-20,1,45.8,43.7,57.083,63.03,82.38,-44.81,78.60262008733625,-15.572620087336247
MFG-LINE-PLT-005-05,2021-12-29,1,59.9,61.0,78.697,45.65,59.02,-30.54,60.10016694490818,-14.450166944908183
MFG-LINE-PLT-004-03,2023-08-28,1,138.3,132.9,214.029,16.71,27.09,-38.14,26.030368763557483,-9.320368763557482
MFG-LINE-PLT-006-01,2023-11-14,1,25.7,24.6,27.842,129.21,146.34,-17.73,140.07782101167317,-10.867821011673158
MFG-LINE-PLT-004-05,2020-08-09,2,156.1,151.3,164.42,21.82,23.79,-20.63,23.062139654067906,-1.2421396540679055
MFG-LINE-PLT-004-04,2024-04-23,2,354.2,289.7,330.172,10.76,12.43,-14.61,10.163749294184077,0.5962507058159225
MFG-LINE-PLT-001-01,2020-06-12,2,25.4,20.4,24.417,147.4,176.47,-45.88,141.73228346456693,5.6677165354330725
MFG-LINE-PLT-004-05,2024-12-21,3,156.1,151.3,173.224,20.69,23.79,-27.57,23.062139654067906,-2.3721396540679045
MFG-LINE-PLT-001-02,2020-02-23,2,62.4,50.8,68.167,52.65,70.87,-44.07,57.69230769230769,-5.042307692307695
MFG-LINE-PLT-007-02,2020-06-05,3,238.3,231.6,325.592,10.91,15.54,-44.63,15.107007973143096,-4.197007973143096
MFG-LINE-PLT-005-05,2023-07-09,1,59.9,61.0,65.188,55.09,59.02,-36.57,60.10016694490818,-5.010166944908178
MFG-LINE-PLT-006-01,2021-08-05,3,25.7,24.6,31.341,114.75,146.34,-21.37,140.07782101167317,-25.327821011673166
MFG-LINE-PLT-005-02,2023-12-19,1,53.5,47.5,53.007,67.79,75.79,-10.5,67.28971962616822,0.5002803738317851
MFG-LINE-PLT-003-03,2021-12-16,1,11.0,9.6,10.783,333.71,375.0,-34.91,327.27272727272725,6.4372727272727275
MFG-LINE-PLT-005-01,2023-02-03,2,33.7,34.4,41.6,86.5,104.65,-23.87,106.82492581602374,-20.324925816023736
MFG-LINE-PLT-002-01,2023-05-29,1,43.4,38.1,61.245,58.66,94.49,-46.51,82.94930875576037,-24.289308755760374
MFG-LINE-PLT-004-01,2020-09-23,3,224.5,209.4,246.062,14.61,17.19,-36.0,16.035634743875278,-1.4256347438752783
MFG-LINE-PLT-010-04,2022-08-03,3,298.9,264.3,370.766,9.61,13.62,-46.46,12.04416192706591,-2.43416192706591
MFG-LINE-PLT-006-02,2022-10-22,2,6.4,6.6,11.279,319.13,545.45,-47.06,562.5,-243.37
MFG-LINE-PLT-004-06,2021-10-11,1,126.5,112.6,139.235,25.83,31.97,-26.64,28.458498023715414,-2.628498023715416
MFG-LINE-PLT-002-04,2024-07-30,1,16.2,14.1,15.546,231.39,255.32,-75.98,222.22222222222223,9.167777777777758
MFG-LINE-PLT-002-01,2022-07-06,1,43.4,38.1,44.644,80.62,94.49,-28.91,82.94930875576037,-2.3293087557603656
MFG-LINE-PLT-001-02,2024-12-11,1,62.4,50.8,67.03,53.63,70.87,-35.43,57.69230769230769,-4.062307692307691
MFG-LINE-PLT-005-03,2024-06-02,3,62.1,56.6,72.308,49.7,63.6,-34.98,57.971014492753625,-8.271014492753622
MFG-LINE-PLT-006-02,2023-09-28,3,6.4,6.6,9.164,392.8,545.45,-36.05,562.5,-169.7
MFG-LINE-PLT-004-02,2024-02-17,3,244.9,225.0,254.027,14.14,16.0,-20.83,14.699877501020824,-0.5598775010208232
MFG-LINE-PLT-007-02,2021-11-02,1,238.3,231.6,250.192,14.37,15.54,-11.82,15.107007973143096,-0.737007973143097
MFG-LINE-PLT-007-01,2021-08-14,2,177.7,170.1,295.795,11.96,21.16,-63.92,20.258863252673045,-8.298863252673044
MFG-LINE-PLT-007-01,2023-09-29,1,177.7,170.1,219.817,16.37,21.16,-23.87,20.258863252673045,-3.888863252673044
MFG-LINE-PLT-002-04,2020-05-18,2,16.2,14.1,15.634,230.23,255.32,-17.12,222.22222222222223,8.007777777777761
MFG-LINE-PLT-003-05,2021-01-12,3,39.9,39.1,47.647,75.43,92.07,-25.98,90.22556390977444,-14.79556390977443
MFG-LINE-PLT-002-04,2023-03-11,1,16.2,14.1,16.487,218.29,255.32,-21.28,222.22222222222223,-3.9322222222222365
MFG-LINE-PLT-004-03,2023-04-08,1,138.3,132.9,140.466,25.45,27.09,-44.65,26.030368763557483,-0.5803687635574839
MFG-LINE-PLT-004-07,2022-12-15,2,224.4,199.4,238.153,15.11,18.05,-23.19,16.0427807486631,-0.9327807486631023
MFG-LINE-PLT-003-03,2023-03-31,1,11.0,9.6,12.101,297.39,375.0,-24.74,327.27272727272725,-29.882727272727266
MFG-LINE-PLT-004-04,2020-07-09,1,354.2,289.7,328.666,10.84,12.43,-15.73,10.163749294184077,0.6762507058159226
MFG-LINE-PLT-010-04,2023-04-13,3,298.9,264.3,329.514,10.85,13.62,-28.97,12.04416192706591,-1.1941619270659096
MFG-LINE-PLT-004-06,2021-03-01,1,126.5,112.6,115.054,31.13,31.97,-27.8,28.458498023715414,2.671501976284585
MFG-LINE-PLT-002-02,2021-12-12,3,14.0,12.8,18.263,196.98,281.25,-32.21,257.14285714285717,-60.16285714285718
MFG-LINE-PLT-004-02,2021-03-01,1,244.9,225.0,283.946,12.64,16.0,-27.68,14.699877501020824,-2.0598775010208232
MFG-LINE-PLT-004-05,2021-01-16,1,156.1,151.3,167.361,21.36,23.79,-25.95,23.062139654067906,-1.7021396540679063
MFG-LINE-PLT-001-01,2024-07-02,3,25.4,20.4,25.629,140.34,176.47,-26.77,141.73228346456693,-1.3922834645669298
MFG-LINE-PLT-010-01,2021-07-10,1,267.8,279.7,358.977,9.89,12.87,-39.36,13.44286781179985,-3.5528678117998496
MFG-LINE-PLT-005-02,2024-08-08,3,53.5,47.5,53.508,67.24,75.79,-25.31,67.28971962616822,-0.04971962616822623
MFG-LINE-PLT-002-04,2021-10-23,1,16.2,14.1,15.896,226.44,255.32,-19.12,222.22222222222223,4.217777777777769
MFG-LINE-PLT-001-01,2024-12-23,1,25.4,20.4,23.024,156.29,176.47,-28.55,141.73228346456693,14.557716535433059
MFG-LINE-PLT-010-04,2022-10-14,2,298.9,264.3,351.394,10.14,13.62,-31.31,12.04416192706591,-1.9041619270659087
MFG-LINE-PLT-010-03,2021-03-19,3,34.2,34.8,41.278,86.97,103.45,-58.29,105.26315789473684,-18.293157894736837
MFG-LINE-PLT-010-03,2023-04-28,3,34.2,34.8,43.68,82.4,103.45,-27.39,105.26315789473684,-22.86315789473683
MFG-LINE-PLT-006-01,2024-10-16,1,25.7,24.6,28.678,125.39,146.34,-31.03,140.07782101167317,-14.687821011673165
MFG-LINE-PLT-005-01,2022-08-07,1,33.7,34.4,44.888,80.12,104.65,-54.31,106.82492581602374,-26.70492581602373
MFG-LINE-PLT-002-03,2022-09-25,1,45.8,43.7,45.302,79.37,82.38,-31.24,78.60262008733625,0.7673799126637562
MFG-LINE-PLT-008-02,2022-11-05,2,36.9,38.7,51.725,69.57,93.02,-34.36,97.5609756097561,-27.990975609756106
MFG-LINE-PLT-007-02,2020-01-16,2,238.3,231.6,282.617,12.65,15.54,-45.45,15.107007973143096,-2.457007973143096
MFG-LINE-PLT-003-01,2024-07-27,1,21.2,20.5,23.636,152.29,175.61,-24.87,169.81132075471697,-17.52132075471698
MFG-LINE-PLT-005-05,2021-10-04,3,59.9,61.0,77.59,46.36,59.02,-41.46,60.10016694490818,-13.740166944908182
MFG-LINE-PLT-004-01,2023-05-28,1,224.5,209.4,240.344,14.83,17.19,-31.97,16.035634743875278,-1.2056347438752777
MFG-LINE-PLT-004-01,2020-05-16,1,224.5,209.4,242.001,14.74,17.19,-31.58,16.035634743875278,-1.2956347438752776
MFG-LINE-PLT-003-05,2021-11-19,1,39.9,39.1,63.445,56.7,92.07,-39.88,90.22556390977444,-33.525563909774434
MFG-LINE-PLT-005-03,2023-08-10,1,62.1,56.6,65.553,54.85,63.6,-26.13,57.971014492753625,-3.1210144927536234
MFG-LINE-PLT-002-02,2024-07-16,1,14.0,12.8,14.21,253.34,281.25,-17.87,257.14285714285717,-3.802857142857164
MFG-LINE-PLT-004-06,2023-05-15,2,126.5,112.6,125.558,28.58,31.97,-16.05,28.458498023715414,0.12150197628458415
MFG-LINE-PLT-003-02,2021-01-14,1,42.0,36.5,39.516,91.01,98.63,-18.29,85.71428571428571,5.295714285714297
MFG-LINE-PLT-004-06,2023-01-29,3,126.5,112.6,137.476,26.08,31.97,-26.05,28.458498023715414,-2.378498023715416
MFG-LINE-PLT-008-02,2024-10-27,1,36.9,38.7,43.881,82.04,93.02,-25.91,97.5609756097561,-15.520975609756093
MFG-LINE-PLT-004-07,2020-04-23,2,224.4,199.4,245.567,14.53,18.05,-40.3,16.0427807486631,-1.5127807486631024
MFG-LINE-PLT-004-02,2021-10-24,2,244.9,225.0,381.349,9.37,16.0,-53.23,14.699877501020824,-5.329877501020825
MFG-LINE-PLT-004-01,2020-12-09,2,224.5,209.4,251.909,14.08,17.19,-52.59,16.035634743875278,-1.9556347438752777
MFG-LINE-PLT-001-02,2024-12-08,3,62.4,50.8,62.603,57.45,70.87,-24.81,57.69230769230769,-0.24230769230769056
MFG-LINE-PLT-007-02,2023-04-21,3,238.3,231.6,269.074,13.28,15.54,-39.34,15.107007973143096,-1.8270079731430968
MFG-LINE-PLT-003-02,2023-01-13,3,42.0,36.5,43.286,83.08,98.63,-29.7,85.71428571428571,-2.63428571428571
MFG-LINE-PLT-002-02,2020-03-05,2,14.0,12.8,17.555,204.99,281.25,-27.88,257.14285714285717,-52.15285714285716
MFG-LINE-PLT-010-02,2023-07-10,2,328.4,290.9,326.09,10.97,12.38,-29.07,10.962241169305726,0.007758830694275076
MFG-LINE-PLT-009-01,2023-07-17,2,63.4,62.8,74.576,48.27,57.32,-42.82,56.782334384858046,-8.512334384858043
MFG-LINE-PLT-005-06,2024-08-29,2,73.7,75.0,86.172,41.6,48.0,-47.13,48.846675712347356,-7.246675712347354
MFG-LINE-PLT-003-05,2024-09-22,2,39.9,39.1,52.009,69.12,92.07,-24.8,90.22556390977444,-21.105563909774432
MFG-LINE-PLT-008-01,2023-08-10,1,138.1,113.9,146.019,24.6,31.61,-24.32,26.06806661839247,-1.46806661839247
MFG-LINE-PLT-007-02,2023-04-04,1,238.3,231.6,241.129,14.9,15.54,-8.77,15.107007973143096,-0.20700797314309582
MFG-LINE-PLT-006-02,2023-01-14,2,6.4,6.6,7.913,454.9,545.45,-25.1,562.5,-107.60000000000002
MFG-LINE-PLT-010-04,2024-06-18,2,298.9,264.3,381.216,9.42,13.62,-71.15,12.04416192706591,-2.6241619270659093
MFG-LINE-PLT-004-04,2022-11-06,3,354.2,289.7,373.903,9.6,12.43,-34.69,10.163749294184077,-0.5637492941840776
MFG-LINE-PLT-005-03,2022-02-19,1,62.1,56.6,66.057,54.29,63.6,-44.25,57.971014492753625,-3.6810144927536257
MFG-LINE-PLT-007-01,2021-01-31,3,177.7,170.1,199.773,17.99,21.16,-39.26,20.258863252673045,-2.2688632526730466
MFG-LINE-PLT-006-01,2024-12-25,2,25.7,24.6,42.263,85.11,146.34,-64.19,140.07782101167317,-54.967821011673166
MFG-LINE-PLT-006-02,2021-01-08,3,6.4,6.6,11.709,307.3,545.45,-58.39,562.5,-255.2
MFG-LINE-PLT-002-03,2024-06-14,2,45.8,43.7,73.192,49.12,82.38,-52.12,78.60262008733625,-29.48262008733625
MFG-LINE-PLT-008-01,2023-05-04,1,138.1,113.9,117.596,30.6,31.61,-16.59,26.06806661839247,4.53193338160753
MFG-LINE-PLT-004-01,2022-04-24,1,224.5,209.4,262.92,13.66,17.19,-51.24,16.035634743875278,-2.3756347438752776
MFG-LINE-PLT-001-02,2022-08-25,1,62.4,50.8,54.323,66.23,70.87,-7.82,57.69230769230769,8.53769230769231
MFG-LINE-PLT-009-01,2024-09-15,2,63.4,62.8,87.339,41.2,57.32,-41.07,56.782334384858046,-15.582334384858044
MFG-LINE-PLT-009-01,2024-11-10,3,63.4,62.8,80.516,44.66,57.32,-25.65,56.782334384858046,-12.12233438485805
MFG-LINE-PLT-009-02,2024-12-22,1,40.5,33.0,43.406,82.86,109.09,-46.9,88.88888888888889,-6.028888888888886
MFG-LINE-PLT-003-03,2023-11-03,3,11.0,9.6,17.605,204.39,375.0,-67.55,327.27272727272725,-122.88272727272727
MFG-LINE-PLT-003-04,2023-05-12,3,30.3,27.1,33.329,108.01,132.84,-31.37,118.8118811881188,-10.801881188118799
MFG-LINE-PLT-003-01,2023-07-02,1,21.2,20.5,21.344,168.54,175.61,-35.74,169.81132075471697,-1.2713207547169816
MFG-LINE-PLT-002-02,2020-03-18,3,14.0,12.8,15.988,225.13,281.25,-30.24,257.14285714285717,-32.01285714285717
MFG-LINE-PLT-004-03,2021-11-24,3,138.3,132.9,190.872,18.76,27.09,-50.79,26.030368763557483,-7.270368763557482
MFG-LINE-PLT-005-06,2022-01-08,3,73.7,75.0,93.785,38.29,48.0,-29.0,48.846675712347356,-10.556675712347356
MFG-LINE-PLT-007-01,2021-06-15,3,177.7,170.1,213.168,16.83,21.16,-40.85,20.258863252673045,-3.4288632526730467
MFG-LINE-PLT-005-06,2020-08-09,1,73.7,75.0,125.272,28.56,48.0,-58.49,48.846675712347356,-20.286675712347357
MFG-LINE-PLT-003-02,2021-11-02,1,42.0,36.5,39.299,91.53,98.63,-20.87,85.71428571428571,5.815714285714293
MFG-LINE-PLT-004-02,2023-10-31,2,244.9,225.0,278.613,12.71,16.0,-78.63,14.699877501020824,-1.989877501020823
MFG-LINE-PLT-004-02,2020-06-11,2,244.9,225.0,298.571,11.93,16.0,-25.66,14.699877501020824,-2.769877501020824
MFG-LINE-PLT-003-04,2022-02-12,3,30.3,27.1,32.626,110.28,132.84,-27.1,118.8118811881188,-8.531881188118803
